City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Geraldton,AU,2022-02-19 17:26:07,-28.7667,114.6,73.81,73,9,8.05
295,Baruun-Urt,MN,2022-02-19 17:29:20,46.6806,113.2792,-9.27,92,73,4.83
296,Skibbereen,IE,2022-02-19 17:27:09,51.55,-9.2667,53.11,90,95,19.84
297,Kaoma,ZM,2022-02-19 17:29:20,-14.7833,24.8,67.46,96,93,4.79
298,Hasaki,JP,2022-02-19 17:29:21,35.7333,140.8333,43.29,82,100,36.28
299,Vila Velha,BR,2022-02-19 17:29:21,-20.3297,-40.2925,89.55,64,75,14.0
300,Atlantis,ZA,2022-02-19 17:29:22,-33.5667,18.4834,70.95,86,20,11.43
301,Burnie,AU,2022-02-19 17:29:22,-41.0667,145.9167,52.92,86,97,5.91
302,Mareeba,AU,2022-02-19 17:29:22,-17.0,145.4333,74.12,92,26,2.1
303,Port Hawkesbury,CA,2022-02-19 17:29:23,45.6169,-61.3485,27.81,70,100,3.0
304,Estevan,CA,2022-02-19 17:29:23,49.1334,-102.9842,30.54,80,100,15.82
305,Neiafu,TO,2022-02-19 17:29:23,-18.65,-173.9833,81.19,74,24,9.8
306,Mogadishu,SO,2022-02-19 17:29:24,2.0371,45.3438,77.52,80,82,19.89
307,Qobustan,AZ,2022-02-19 17:30:25,40.0824,49.412,42.91,80,15,11.12
308,Sao Joao Da Barra,BR,2022-02-19 17:26:07,-21.6403,-41.0511,80.69,86,93,8.1
309,San Cristobal,VE,2022-02-19 17:30:25,7.7669,-72.225,71.78,49,82,0.89
310,Yichun,CN,2022-02-19 17:30:25,47.7,128.9,-9.65,100,98,2.08
311,Swan River,CA,2022-02-19 17:30:26,52.1058,-101.2676,-2.31,84,100,3.44
312,Tula,RU,2022-02-19 17:30:26,54.2044,37.6111,35.06,94,100,18.79
313,Yetkul,RU,2022-02-19 17:30:26,54.8221,61.588,3.18,84,4,10.25
314,Goderich,CA,2022-02-19 17:30:27,43.7501,-81.7165,18.91,79,100,26.46
315,Iseyin,NG,2022-02-19 17:30:27,7.9667,3.6,92.93,14,33,2.28
316,Mount Gambier,AU,2022-02-19 17:30:27,-37.8333,140.7667,46.31,87,100,5.75
317,Esna,EG,2022-02-19 17:30:28,25.2934,32.554,64.42,34,0,13.35
318,Nome,US,2022-02-19 17:30:28,64.5011,-165.4064,-12.93,77,0,4.61
319,Primorsk,UA,2022-02-19 17:30:28,46.7348,36.3443,42.39,77,77,16.31
320,Kungalv,SE,2022-02-19 17:30:29,57.871,11.9805,39.11,94,75,9.69
321,Mpika,ZM,2022-02-19 17:30:29,-11.8343,31.4529,61.95,98,100,7.16
322,Soddy-Daisy,US,2022-02-19 17:30:29,35.2359,-85.1908,50.23,50,0,9.15
323,Yuancheng,CN,2022-02-19 17:30:30,36.652,107.7896,13.39,34,0,2.82
324,Kruisfontein,ZA,2022-02-19 17:26:10,-34.0033,24.7314,74.88,67,5,13.35
325,Aklavik,CA,2022-02-19 17:30:30,68.2191,-135.0107,-16.6,76,75,8.05
326,Libertador General San Martin,AR,2022-02-19 17:30:30,-23.8064,-64.7876,91.98,38,15,6.55
327,Horconcitos,PA,2022-02-19 17:30:31,8.4682,-81.8007,80.76,46,24,7.83
328,Maceio,BR,2022-02-19 17:27:08,-9.6658,-35.7353,90.84,51,40,19.57
329,Bucerias,MX,2022-02-19 17:30:31,20.75,-105.3333,75.18,73,0,0.0
330,Dengzhou,CN,2022-02-19 17:30:32,37.8086,120.7508,28.45,43,56,22.08
331,San Patricio,US,2022-02-19 17:30:32,28.017,-97.5169,59.94,35,80,9.13
332,Rudnya,RU,2022-02-19 17:30:33,54.947,31.0934,34.43,98,98,23.26
333,Isoka,ZM,2022-02-19 17:30:34,-10.1606,32.6335,62.69,95,100,2.33
334,Luderitz,NA,2022-02-19 17:30:34,-26.6481,15.1594,70.97,65,0,19.3
335,Dutlwe,BW,2022-02-19 17:30:34,-23.9833,23.9,78.51,41,59,7.29
336,Aykhal,RU,2022-02-19 17:26:13,66.0,111.5,-15.95,100,96,10.83
337,Kurilsk,RU,2022-02-19 17:30:35,45.2333,147.8833,25.07,69,88,6.31
338,Dulce Nombre De Culmi,HN,2022-02-19 17:30:35,15.1,-85.5333,89.83,38,27,6.76
339,Ostrovnoy,RU,2022-02-19 17:30:35,68.0531,39.5131,21.74,90,100,17.13
340,Samarai,PG,2022-02-19 17:30:36,-10.6167,150.6667,81.27,80,73,7.0
341,Sao Filipe,CV,2022-02-19 17:30:36,14.8961,-24.4956,72.59,60,55,14.36
342,Khandyga,RU,2022-02-19 17:30:36,62.6667,135.6,-39.71,100,92,0.6
343,Cabanas,CU,2022-02-19 17:30:37,22.9758,-82.9219,84.67,66,7,12.3
344,Nemuro,JP,2022-02-19 17:30:37,43.3236,145.575,30.51,97,100,18.88
345,Baracoa,CU,2022-02-19 17:30:37,20.3467,-74.4958,80.94,67,64,10.02
346,Cockburn Town,TC,2022-02-19 17:29:40,21.4612,-71.1419,80.56,65,40,17.27
347,Hobyo,SO,2022-02-19 17:30:38,5.3505,48.5268,77.47,72,39,17.36
348,San Jose De Guanipa,VE,2022-02-19 17:30:38,8.8872,-64.1651,91.94,27,85,9.42
349,Pahrump,US,2022-02-19 17:30:38,36.2083,-115.9839,59.31,22,0,1.01
350,Sorland,NO,2022-02-19 17:30:39,67.667,12.6934,28.47,87,100,12.44
351,Grenada,ES,2022-02-19 17:28:05,37.1882,-3.6067,58.91,64,20,12.66
352,Saint-Georges,GD,2022-02-19 17:30:39,12.0564,-61.7485,85.68,58,40,23.02
353,Romny,UA,2022-02-19 17:30:39,50.751,33.4747,39.25,78,100,16.11
354,Faanui,PF,2022-02-19 17:31:40,-16.4833,-151.75,81.1,72,99,16.96
355,Nanortalik,GL,2022-02-19 17:31:40,60.1432,-45.2371,18.73,67,100,32.48
356,Muros,ES,2022-02-19 17:31:41,42.7762,-9.0603,54.86,70,51,3.29
357,Minab,IR,2022-02-19 17:31:41,27.1467,57.0801,68.32,64,0,2.3
358,Lokosovo,RU,2022-02-19 17:31:42,61.1333,74.8167,23.41,83,71,13.09
359,Eureka,US,2022-02-19 17:31:42,40.8021,-124.1637,43.41,77,0,11.21
360,Abalak,RU,2022-02-19 17:31:42,58.1286,68.5944,16.0,82,6,8.93
361,Lazaro Cardenas,MX,2022-02-19 17:30:02,17.9583,-102.2,87.13,47,6,8.12
362,Fossombrone,IT,2022-02-19 17:31:43,43.6908,12.8127,58.06,83,100,3.31
363,Westport,US,2022-02-19 17:28:51,41.1415,-73.3579,39.88,50,100,17.27
364,Fortuna,US,2022-02-19 17:31:43,40.5982,-124.1573,43.14,100,100,5.75
365,Ranapur,IN,2022-02-19 17:31:44,22.65,74.5333,73.26,34,1,3.56
366,Kattivakkam,IN,2022-02-19 17:31:44,13.2167,80.3167,81.07,78,46,6.29
367,Kilinochchi,LK,2022-02-19 17:31:44,9.3961,80.3982,76.71,81,82,8.61
368,Fasa,IR,2022-02-19 17:31:45,28.9383,53.6482,56.44,47,0,0.0
369,Ban Nahin,LA,2022-02-19 17:31:45,18.2418,104.2122,65.39,94,95,5.14
370,Mangan,IN,2022-02-19 17:31:45,27.5167,88.5333,51.08,89,100,3.89
371,Kalemie,CD,2022-02-19 17:31:46,-5.9475,29.1947,69.48,87,98,7.43
372,Namibe,AO,2022-02-19 17:31:46,-15.1961,12.1522,77.34,80,66,11.97
373,Ryotsu,JP,2022-02-19 17:31:46,38.0833,138.4333,39.11,98,100,7.87
374,Zurrieq,MT,2022-02-19 17:31:47,35.8311,14.4742,58.96,94,20,9.22
375,Mitsamiouli,KM,2022-02-19 17:31:47,-11.3847,43.2844,84.49,74,20,9.22
376,Sevilla,ES,2022-02-19 17:31:17,37.3824,-5.9761,66.87,52,0,9.22
377,Poum,NC,2022-02-19 17:31:47,-20.2333,164.0167,80.04,79,100,10.04
378,Qena,EG,2022-02-19 17:31:48,26.1615,32.7183,64.51,37,3,15.14
379,Coihaique,CL,2022-02-19 17:31:48,-45.5752,-72.0662,71.55,40,75,4.61
380,Abu Samrah,SY,2022-02-19 17:31:48,35.3029,37.1841,52.45,57,51,7.07
381,Urusha,RU,2022-02-19 17:31:49,54.05,122.9,-14.89,96,86,3.53
382,Manzhouli,CN,2022-02-19 17:31:49,49.6,117.4333,-16.56,97,30,5.84
383,Bam,IR,2022-02-19 17:31:49,29.106,58.357,62.53,32,0,0.4
384,Ust-Nera,RU,2022-02-19 17:31:50,64.5667,143.2,-31.88,94,25,1.92
385,Elko,US,2022-02-19 17:31:50,41.0002,-115.5012,38.05,71,5,1.99
386,Wewak,PG,2022-02-19 17:31:50,-3.5534,143.6268,77.76,89,100,5.82
387,Chimore,BO,2022-02-19 17:31:51,-16.9833,-65.1333,86.47,64,28,4.23
388,Kidal,ML,2022-02-19 17:31:51,18.4411,1.4078,83.46,9,80,9.75
389,Kosa,RU,2022-02-19 17:31:51,59.9445,54.9977,25.61,92,98,11.36
390,Inirida,CO,2022-02-19 17:31:52,3.8653,-67.9239,92.5,45,90,3.24
391,Alofi,NU,2022-02-19 17:27:26,-19.0595,-169.9187,71.49,94,16,0.0
392,Phan Thiet,VN,2022-02-19 17:31:52,10.9333,108.1,74.91,91,100,6.17
393,Yichang,CN,2022-02-19 17:31:53,30.7144,111.2847,38.23,68,72,0.43
394,Haines Junction,CA,2022-02-19 17:31:53,60.7522,-137.5108,22.95,86,100,1.14
395,Nova Russas,BR,2022-02-19 17:31:54,-4.7067,-40.5631,86.43,50,96,7.0
396,Pacific Grove,US,2022-02-19 17:31:54,36.6177,-121.9166,64.31,63,0,4.61
397,Buala,SB,2022-02-19 17:31:54,-8.145,159.5921,79.74,80,92,4.23
398,Tarakan,ID,2022-02-19 17:31:55,3.3,117.6333,74.77,91,100,9.57
399,Ilulissat,GL,2022-02-19 17:32:34,69.2167,-51.1,10.42,85,75,6.91
400,Uribia,CO,2022-02-19 17:32:55,11.7139,-72.266,90.82,34,7,18.66
401,Baraboo,US,2022-02-19 17:32:55,43.4711,-89.7443,15.03,58,0,6.91
402,Marzuq,YE,2022-02-19 17:32:56,14.4,46.4667,65.41,63,0,7.76
403,Nuevo Ideal,MX,2022-02-19 17:32:56,24.8875,-105.0728,63.84,25,91,5.19
404,Perth,AU,2022-02-19 17:30:53,-31.9333,115.8333,81.09,33,0,12.66
405,Tuatapere,NZ,2022-02-19 17:32:57,-46.1333,167.6833,41.83,90,10,3.58
406,The Pas,CA,2022-02-19 17:32:57,53.8251,-101.2541,-3.98,77,100,9.22
407,Iqaluit,CA,2022-02-19 17:32:57,63.7506,-68.5145,-31.27,75,20,0.0
408,Riyadh,SA,2022-02-19 17:28:20,24.6877,46.7219,77.14,17,2,16.91
409,Clyde River,CA,2022-02-19 17:32:58,70.4692,-68.5914,-9.17,77,100,31.07
410,Nouakchott,MR,2022-02-19 17:32:58,18.0858,-15.9785,82.33,45,0,16.37
411,Namatanai,PG,2022-02-19 17:32:58,-3.6667,152.4333,79.5,83,88,7.67
412,Wajima,JP,2022-02-19 17:32:51,37.4,136.9,40.91,83,100,14.45
413,Tselinnoye,RU,2022-02-19 17:32:59,53.0833,85.6667,-4.11,100,45,4.7
414,Chabahar,IR,2022-02-19 17:32:59,25.2919,60.643,72.16,61,0,5.32
415,Varhaug,NO,2022-02-19 17:32:59,58.6147,5.6457,33.85,89,99,11.54
416,Aranos,NA,2022-02-19 17:33:00,-24.1333,19.1167,81.81,41,50,6.87
417,Bonthe,SL,2022-02-19 17:33:00,7.5264,-12.505,83.16,64,12,13.09
418,Spearfish,US,2022-02-19 17:28:46,44.4908,-103.8594,52.66,42,0,8.05
419,Ahipara,NZ,2022-02-19 17:28:58,-35.1667,173.1667,62.76,93,8,3.65
420,Nhulunbuy,AU,2022-02-19 17:33:01,-12.2333,136.7667,79.41,94,87,0.0
421,Jasper,US,2022-02-19 17:31:05,37.2001,-94.3502,45.27,38,0,9.22
422,Rio Gallegos,AR,2022-02-19 17:31:04,-51.6226,-69.2181,50.05,71,75,16.11
423,Batemans Bay,AU,2022-02-19 17:33:01,-35.7167,150.1833,64.9,91,3,4.7
424,Turukhansk,RU,2022-02-19 17:33:02,65.8167,87.9833,21.02,95,100,16.15
425,Tiko,CM,2022-02-19 17:33:02,4.0745,9.3699,84.04,75,80,8.93
426,Taungdwingyi,MM,2022-02-19 17:33:02,20.0167,95.55,66.69,33,87,5.73
427,Alpena,US,2022-02-19 17:33:03,45.0617,-83.4327,19.54,62,75,19.57
428,Sisophon,KH,2022-02-19 17:33:03,13.5859,102.9737,80.44,72,60,6.2
429,Ous,RU,2022-02-19 17:33:03,60.9058,61.5186,28.42,84,100,12.68
430,Mana,GF,2022-02-19 17:33:04,5.6592,-53.7767,77.77,86,90,7.18
431,Saint-Gaudens,FR,2022-02-19 17:33:04,43.0833,0.6667,46.62,92,88,4.45
432,Fort Nelson,CA,2022-02-19 17:33:04,58.8053,-122.7002,-4.41,71,75,11.5
433,Isangel,VU,2022-02-19 17:33:05,-19.55,169.2667,78.67,87,96,5.53
434,Epe,NG,2022-02-19 17:33:06,6.5841,3.9834,82.13,77,77,9.75
435,Kaitong,CN,2022-02-19 17:33:06,44.8135,123.15,-8.07,92,31,6.24
436,Stornoway,GB,2022-02-19 17:33:06,58.2093,-6.3865,39.16,87,75,24.16
437,Manzanillo,CU,2022-02-19 17:33:07,20.3433,-77.1167,90.86,35,7,9.86
438,Inuvik,CA,2022-02-19 17:33:07,68.3499,-133.7218,-16.56,69,75,3.44
439,Chicama,PE,2022-02-19 17:33:07,-7.8447,-79.1469,70.34,52,83,10.63
440,Orocue,CO,2022-02-19 17:33:08,4.7912,-71.3354,96.49,27,29,12.57
441,Pathalgaon,IN,2022-02-19 17:33:08,22.5667,83.4667,67.53,36,42,3.53
442,Mazatlan,MX,2022-02-19 17:29:47,23.2167,-106.4167,74.91,67,75,1.01
443,San Policarpo,PH,2022-02-19 17:33:09,12.1791,125.5072,79.39,84,100,8.88
444,Guatire,VE,2022-02-19 17:33:09,10.4762,-66.5427,87.21,53,14,7.74
445,Nushki,PK,2022-02-19 17:34:09,29.5542,66.0215,59.04,33,0,4.05
446,Dunedin,NZ,2022-02-19 17:34:10,-45.8742,170.5036,51.8,80,1,3.0
447,La Primavera,CO,2022-02-19 17:34:10,5.4906,-70.4092,96.31,28,50,10.92
448,San Isidro,PE,2022-02-19 17:34:10,-12.1167,-77.05,76.59,72,0,6.91
449,Esmeralda,CU,2022-02-19 17:34:11,21.8525,-78.1169,85.24,43,50,11.36
450,Sorrento,IT,2022-02-19 17:32:52,40.626,14.3744,55.53,94,40,0.0
451,Waingapu,ID,2022-02-19 17:34:11,-9.6567,120.2641,78.64,84,100,4.09
452,Sydney Mines,CA,2022-02-19 17:34:12,46.2367,-60.2177,29.5,63,75,7.0
453,Bangangte,CM,2022-02-19 17:34:12,5.1409,10.5198,69.15,66,91,5.73
454,Strezhevoy,RU,2022-02-19 17:30:20,60.7333,77.5889,21.18,91,21,8.14
455,Hakkari,TR,2022-02-19 17:31:02,37.5833,44.1667,25.48,92,99,5.59
456,Nuuk,GL,2022-02-19 17:34:13,64.1835,-51.7216,9.21,61,75,14.97
457,Mingaora,PK,2022-02-19 17:34:14,34.7758,72.3625,47.23,42,2,6.67
458,Kavaratti,IN,2022-02-19 17:34:15,10.5669,72.642,81.07,72,1,5.41
459,Soyo,AO,2022-02-19 17:34:15,-6.1349,12.3689,80.98,78,93,6.4
460,Chippewa Falls,US,2022-02-19 17:34:15,44.9369,-91.3929,8.78,60,0,8.05
461,Vagur,FO,2022-02-19 17:34:16,61.4732,-6.8119,37.4,58,88,10.49
462,Papara,BR,2022-02-19 17:34:16,-3.9839,-38.7273,84.6,74,99,6.02
463,Serebryansk,KZ,2022-02-19 17:34:17,49.6925,83.2892,-6.25,91,46,3.74
464,Borogontsy,RU,2022-02-19 17:34:17,62.6683,131.1683,-33.68,100,100,0.27
465,Zhanaozen,KZ,2022-02-19 17:34:18,43.3,52.8,42.51,42,8,9.55
466,Baykit,RU,2022-02-19 17:34:18,61.67,96.37,9.93,98,100,2.51
467,Tongliao,CN,2022-02-19 17:34:18,43.6125,122.2653,-6.27,87,16,6.67
468,San Rafael,AR,2022-02-19 17:30:35,-34.6177,-68.3301,84.83,22,0,12.59
469,Port Hardy,CA,2022-02-19 17:32:56,50.6996,-127.4199,43.75,93,75,6.91
470,Mangai,CD,2022-02-19 17:34:19,-4.05,19.5333,68.85,97,100,1.19
471,Ongandjera,NA,2022-02-19 17:34:19,-17.8833,15.0667,82.49,46,93,6.49
472,Santa Isabel Do Rio Negro,BR,2022-02-19 17:34:20,-0.4139,-65.0192,85.5,70,81,3.87
473,Koutsouras,GR,2022-02-19 17:34:20,35.0339,25.9469,58.1,45,0,7.83
474,Tazovskiy,RU,2022-02-19 17:34:20,67.4667,78.7,21.2,93,100,15.75
475,Komsomolskiy,UZ,2022-02-19 17:34:21,40.4272,71.7189,42.22,60,100,4.61
476,Dahra,DZ,2022-02-19 17:34:21,36.2546,0.8519,60.19,88,97,5.77
477,Diamantino,BR,2022-02-19 17:34:22,-14.4086,-56.4461,80.01,83,100,5.66
478,Pasni,PK,2022-02-19 17:34:22,25.2631,63.471,72.7,67,0,7.38
479,Maragogi,BR,2022-02-19 17:34:23,-9.0122,-35.2225,84.52,62,76,16.08
480,Basco,PH,2022-02-19 17:34:23,20.4487,121.9702,73.2,82,98,28.12
481,Kiunga,PG,2022-02-19 17:34:23,-6.1219,141.2906,73.63,100,100,2.37
482,Nagato,JP,2022-02-19 17:34:24,34.3833,131.2,44.51,71,100,20.2
483,Saldanha,ZA,2022-02-19 17:34:24,-33.0117,17.9442,71.65,93,56,11.23
484,Bilma,NE,2022-02-19 17:34:24,18.6853,12.9164,71.06,14,41,8.23
485,Safford,US,2022-02-19 17:34:25,32.834,-109.7076,59.52,24,0,12.66
486,Oksovskiy,RU,2022-02-19 17:34:25,62.6062,39.8984,29.8,93,99,7.76
487,Dawei,MM,2022-02-19 17:34:26,14.0833,98.2,74.01,95,49,1.92
488,Pangnirtung,CA,2022-02-19 17:34:26,66.1451,-65.7125,-31.0,68,75,4.61
489,Seymchan,RU,2022-02-19 17:34:27,62.8833,152.4333,-35.16,100,100,0.54
490,Saraipali,IN,2022-02-19 17:34:27,21.3333,83.0,76.64,40,83,5.86
491,Nelson Bay,AU,2022-02-19 17:34:27,-32.7167,152.15,68.0,94,0,6.69
492,Port Blair,IN,2022-02-19 17:33:17,11.6667,92.75,71.64,94,75,2.3
493,Show Low,US,2022-02-19 17:34:28,34.2542,-110.0298,53.08,31,0,0.0
494,Sicamous,CA,2022-02-19 17:31:05,50.8331,-118.9856,44.49,99,100,4.43
495,Kasempa,ZM,2022-02-19 17:35:28,-13.4584,25.8338,64.2,96,96,4.47
496,Grand-Lahou,CI,2022-02-19 17:35:28,5.1367,-5.0242,82.02,79,22,13.44
497,Dubbo,AU,2022-02-19 17:35:29,-32.25,148.6167,62.73,88,75,13.8
498,Sungaipenuh,ID,2022-02-19 17:35:29,-2.0833,101.3833,64.54,94,80,3.02
499,Numan,NG,2022-02-19 17:35:29,9.4667,12.0333,85.28,13,60,4.21
500,Sumenep,ID,2022-02-19 17:35:30,-7.0167,113.8667,78.13,87,92,9.26
501,Chancay,PE,2022-02-19 17:35:30,-11.5714,-77.2672,76.87,73,90,8.34
502,Dong Hoi,VN,2022-02-19 17:35:30,17.4833,106.6,62.42,88,100,16.46
503,Hirara,JP,2022-02-19 17:35:31,24.8,125.2833,62.28,80,100,32.68
504,Oneonta,US,2022-02-19 17:31:30,42.4529,-75.0638,30.81,87,100,18.21
505,Sao Miguel Do Araguaia,BR,2022-02-19 17:35:31,-13.275,-50.1628,69.89,99,100,3.69
506,Sakakah,SA,2022-02-19 17:32:47,29.9697,40.2064,54.97,55,50,21.65
507,Uusikaupunki,FI,2022-02-19 17:35:31,60.8004,21.4084,28.92,84,100,10.13
508,Oga,IT,2022-02-19 17:35:32,46.4631,10.347,37.69,94,100,3.69
509,Komsomolets,KZ,2022-02-19 17:35:32,53.7453,62.0708,1.47,89,5,7.9
510,Atar,MR,2022-02-19 17:35:32,20.5169,-13.0499,84.85,15,0,8.55
511,Araouane,ML,2022-02-19 17:35:33,18.9048,-3.5265,81.91,7,100,8.9
512,Alice Springs,AU,2022-02-19 17:35:33,-23.7,133.8833,62.15,72,0,0.0
513,Nurota,UZ,2022-02-19 17:35:33,40.5614,65.6886,44.69,62,60,8.97
514,Semporna,MY,2022-02-19 17:35:34,4.4818,118.6112,75.4,93,100,5.68
515,Nandu,CN,2022-02-19 17:35:34,22.8525,110.8233,41.68,95,100,7.23
516,Bacolod,PH,2022-02-19 17:35:34,10.6667,122.95,77.34,77,96,5.32
517,Agfalva,HU,2022-02-19 17:35:35,47.6899,16.5166,47.8,57,100,5.84
518,Qasigiannguit,GL,2022-02-19 17:35:35,68.8193,-51.1922,10.65,97,100,5.41
519,Beidao,CN,2022-02-19 17:35:35,34.5686,105.8933,19.29,75,77,2.73
520,Roebourne,AU,2022-02-19 17:31:18,-20.7833,117.1333,90.39,47,50,6.31
521,Ila,NO,2022-02-19 17:35:36,63.4305,10.3705,35.96,82,58,1.01
522,El Tigre,VE,2022-02-19 17:35:36,8.8875,-64.2454,91.76,26,83,9.22
523,Udachnyy,RU,2022-02-19 17:35:36,66.4167,112.4,-17.12,98,67,8.99
524,Labuhan,ID,2022-02-19 17:35:37,-6.8844,112.2051,77.99,86,99,5.97
525,Monrovia,LR,2022-02-19 17:31:05,6.3005,-10.7969,82.0,77,60,13.2
526,Salaga,GH,2022-02-19 17:35:38,8.5508,-0.5188,94.89,25,89,6.13
527,Ikalamavony,MG,2022-02-19 17:35:38,-21.15,46.5833,69.08,83,12,8.01
528,Wegorzewo,PL,2022-02-19 17:35:38,54.2157,21.7372,36.0,89,100,20.83
529,Jaffna,LK,2022-02-19 17:35:39,9.6685,80.0074,78.96,75,60,12.01
530,Det Udom,TH,2022-02-19 17:35:39,14.906,105.0784,85.24,68,74,2.89
531,Takoradi,GH,2022-02-19 17:35:40,4.8845,-1.7554,81.99,77,88,10.45
532,Sahuaripa,MX,2022-02-19 17:35:40,29.05,-109.2333,71.19,17,0,4.09
533,El Reno,US,2022-02-19 17:35:41,35.5323,-97.955,51.55,55,0,4.61
534,San Carlos De Bariloche,AR,2022-02-19 17:31:02,-41.1456,-71.3082,67.75,40,75,18.41
535,Ouricuri,BR,2022-02-19 17:35:41,-7.8825,-40.0817,86.23,46,75,3.24
536,Abha,SA,2022-02-19 17:35:41,18.2164,42.5053,60.62,82,20,4.61
537,Anloga,GH,2022-02-19 17:35:42,5.7947,0.8973,84.42,80,67,16.89
538,Ketchikan,US,2022-02-19 17:35:42,55.3422,-131.6461,40.98,93,100,0.0
539,Saint George,US,2022-02-19 17:35:42,37.1041,-113.5841,60.35,33,0,1.99
540,Lakhimpur,IN,2022-02-19 17:35:43,27.95,80.7667,58.32,48,0,8.93
541,Ngunguru,NZ,2022-02-19 17:36:43,-35.6167,174.5,60.17,86,26,1.83
542,Kanye,BW,2022-02-19 17:36:43,-24.9667,25.3327,74.71,45,75,3.58
543,Kaniama,CD,2022-02-19 17:36:44,-7.5667,24.1833,65.43,98,91,3.62
544,Bin Qirdan,TN,2022-02-19 17:36:44,33.1378,11.2197,67.19,35,100,4.52
545,Panaba,MX,2022-02-19 17:36:45,21.2833,-88.2667,87.35,50,2,8.08
546,Arraias,BR,2022-02-19 17:36:45,-12.9288,-46.9437,69.82,88,100,2.66
547,Nyzhni Sirohozy,UA,2022-02-19 17:36:46,46.8484,34.3804,43.05,74,74,17.45
548,Bilibino,RU,2022-02-19 17:36:46,68.0546,166.4372,-35.1,100,11,4.79
549,Broome,US,2022-02-19 17:36:46,42.2506,-75.833,30.22,63,100,13.8
550,Taltal,CL,2022-02-19 17:36:47,-25.4,-70.4833,71.65,73,14,7.92
551,Imbituba,BR,2022-02-19 17:36:48,-28.24,-48.6703,82.29,60,4,9.1
552,Alyangula,AU,2022-02-19 17:36:48,-13.8483,136.4192,76.87,100,93,0.0
553,Oranjestad,AW,2022-02-19 17:36:42,12.524,-70.027,84.15,58,20,23.02
554,Taquari,BR,2022-02-19 17:36:24,-29.7997,-51.8644,94.32,20,0,3.36
555,Hutchinson,US,2022-02-19 17:35:36,38.0608,-97.9298,35.73,28,0,11.5
556,Auki,SB,2022-02-19 17:36:49,-8.7676,160.7034,77.2,85,76,3.67
557,Jiwani,PK,2022-02-19 17:36:51,25.05,61.7417,72.57,60,0,8.48
558,La Rioja,ES,2022-02-19 17:36:52,42.25,-2.5,42.58,73,95,6.71
559,Yerbogachen,RU,2022-02-19 17:36:52,61.2767,108.0108,-18.76,100,99,3.09
560,Rock Sound,BS,2022-02-19 17:36:52,24.9,-76.2,75.96,75,3,4.05
561,Mtwara,TZ,2022-02-19 17:36:53,-10.2667,40.1833,81.73,94,20,10.36
562,Sanandaj,IR,2022-02-19 17:36:53,35.3144,46.9923,37.42,87,75,0.0
563,Dingle,PH,2022-02-19 17:36:54,10.9995,122.6711,75.11,90,92,6.64
564,Culaman,PH,2022-02-19 17:36:54,5.9603,125.6586,77.74,82,98,8.1
565,Puerto Madero,MX,2022-02-19 17:36:54,14.7208,-92.4215,89.8,51,0,0.0
566,Blackwater,AU,2022-02-19 17:36:55,-23.5833,148.8833,71.56,84,63,5.82
567,Middle Island,US,2022-02-19 17:35:26,40.8843,-72.9373,40.17,56,0,21.85
568,Shubarkuduk,KZ,2022-02-19 17:36:55,49.1447,56.4872,2.21,98,9,4.92
569,Hermiston,US,2022-02-19 17:33:21,45.8404,-119.2895,60.12,52,0,19.57
570,Camana,PE,2022-02-19 17:36:55,-16.6228,-72.7111,73.9,80,100,6.71
571,Linqiong,CN,2022-02-19 17:36:56,30.4159,103.4609,42.62,71,100,2.64
572,Bundaberg,AU,2022-02-19 17:32:30,-24.85,152.35,71.22,95,15,6.91
573,Ust-Karsk,RU,2022-02-19 17:36:56,52.7011,118.8077,-14.15,100,98,1.68
574,Topeka,US,2022-02-19 17:34:41,39.0483,-95.678,32.74,43,0,6.91
575,College,US,2022-02-19 17:36:57,64.8569,-147.8028,0.9,79,75,0.0
576,Mlowo,TZ,2022-02-19 17:36:57,-9.0,32.9833,60.66,96,100,3.94
577,Malartic,CA,2022-02-19 17:34:59,48.1335,-78.1328,4.01,78,100,14.05
578,Muroto,JP,2022-02-19 17:36:58,33.2833,134.15,48.9,80,100,11.05
579,Dukat,RU,2022-02-19 17:36:58,62.55,155.55,-31.09,99,90,4.54
580,Niquero,CU,2022-02-19 17:36:59,20.0431,-77.5828,85.44,53,8,4.9
581,Lorengau,PG,2022-02-19 17:36:59,-2.0226,147.2712,81.3,82,100,11.16
582,Newport,GB,2022-02-19 17:36:59,51.5877,-2.9984,51.8,80,98,4.0
583,Vila Franca Do Campo,PT,2022-02-19 17:37:00,37.7167,-25.4333,57.61,62,100,3.8
584,Dimona,IL,2022-02-19 17:37:00,31.0667,35.0333,45.84,82,85,2.3
585,Jacareacanga,BR,2022-02-19 17:37:00,-6.2222,-57.7528,73.94,97,100,2.28
586,Chapais,CA,2022-02-19 17:37:01,49.7834,-74.8492,-2.42,81,100,3.96
587,Rio Grande,BR,2022-02-19 17:37:01,-32.035,-52.0986,86.11,56,0,11.07
588,Kitsuki,JP,2022-02-19 17:38:02,33.4167,131.6167,42.62,86,98,13.58
589,Zarubino,RU,2022-02-19 17:38:02,42.63,131.0922,13.86,67,74,14.83
590,Pokhara,NP,2022-02-19 17:38:03,28.2333,83.9833,50.9,71,73,4.59
591,Wangaratta,AU,2022-02-19 17:38:03,-36.3667,146.3333,66.31,87,2,0.0
